"LANGUAGE","NAME","VERSION","LICENSES","COPYRIGHTS","URL"
"java","com.google.code.gson:gson","2.8.9","Apache-2.0","","https://mvnrepository.com/artifact/com.google.code.gson/gson"
"java","commons-cli:commons-cli","1.3.1","Apache-2.0","","https://mvnrepository.com/artifact/commons-cli/commons-cli"
"java","commons-codec:commons-codec","1.11","Apache-2.0","","https://mvnrepository.com/artifact/commons-codec/commons-codec"
"java","commons-discovery:commons-discovery","0.5","Apache-2.0","","https://mvnrepository.com/artifact/commons-discovery/commons-discovery"
"java","commons-logging:commons-logging","1.1.1","Apache-2.0","","https://mvnrepository.com/artifact/commons-logging/commons-logging"
"java","dom4j:dom4j","1.6.1","BSD","","https://mvnrepository.com/artifact/dom4j/dom4j"
"java","it.csi.cpass:cpassrepeng-ear","2.0.0","","",""
"java","javax:javaee-web-api","8.0.1","CDDL-1.1","Copyright (c) 20102017 Oracle and/or its affiliates. All rights reserved.","https://mvnrepository.com/artifact/javax/javaee-web-api"
"java","org.apache.axis:axis","1.4","Apache-2.0","","https://mvnrepository.com/artifact/org.apache.axis/axis"
"java","org.apache.logging.log4j:log4j-api","2.17.0","Apache-2.0","","https://mvnrepository.com/artifact/org.apache.logging.log4j/log4j-api"
"java","org.apache.logging.log4j:log4j-to-slf4j","2.17.0","Apache-2.0","","https://mvnrepository.com/artifact/org.apache.logging.log4j/log4j-to-slf4j"
"java","org.apache.poi:poi","3.9","Apache-2.0","","https://mvnrepository.com/artifact/org.apache.poi/poi"
"java","org.apache.poi:poi-ooxml","3.9","Apache-2.0","","https://mvnrepository.com/artifact/org.apache.poi/poi-ooxml"
"java","org.apache.poi:poi-ooxml-schemas","3.9","Apache-2.0","","https://mvnrepository.com/artifact/org.apache.poi/poi-ooxml-schemas"
"java","org.apache.xmlbeans:xmlbeans","2.3.0","Apache-2.0","","https://mvnrepository.com/artifact/org.apache.xmlbeans/xmlbeans"
"java","org.eclipse.birt.runtime.3_7_1:com.lowagie.text","2.1.7","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/com.lowagie.text"
"java","org.eclipse.birt.runtime.3_7_1:derby","10.5.1000001","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/derby"
"java","org.eclipse.birt.runtime.3_7_1:javax.wsdl","1.5.1","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/javax.wsdl"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.bridge","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.bridge"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.css","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.css"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.dom","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.dom"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.dom.svg","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.dom.svg"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.ext.awt","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.ext.awt"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.parser","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.parser"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.pdf","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.pdf"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.svggen","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.svggen"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.transcoder","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.transcoder"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.util","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.util"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.util.gui","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.util.gui"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.batik.xml","1.6.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.batik.xml"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.commons.codec","1.3.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.commons.codec"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.xerces","2.9.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.xerces"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.xml.resolver","1.2.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.xml.resolver"
"java","org.eclipse.birt.runtime.3_7_1:org.apache.xml.serializer","2.7.1","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.apache.xml.serializer"
"java","org.eclipse.birt.runtime.3_7_1:org.mozilla.javascript","1.7.2","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.mozilla.javascript"
"java","org.eclipse.birt.runtime.3_7_1:org.w3c.css.sac","1.3.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.w3c.css.sac"
"java","org.eclipse.birt.runtime.3_7_1:org.w3c.dom.smil","1.0.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.w3c.dom.smil"
"java","org.eclipse.birt.runtime.3_7_1:org.w3c.dom.svg","1.1.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/org.w3c.dom.svg"
"java","org.eclipse.birt.runtime.3_7_1:Tidy","1","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime.3_7_1/Tidy"
"java","org.eclipse.birt.runtime:com.ibm.icu","50.1.1.v201304230130","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/com.ibm.icu"
"java","org.eclipse.birt.runtime:javax.xml.stream","1.0.1.v201004272200","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/javax.xml.stream"
"java","org.eclipse.birt.runtime:org.eclipse.birt.runtime","4.4.2","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.birt.runtime"
"java","org.eclipse.birt.runtime:org.eclipse.core.contenttype","3.4.200.v20130326-1255","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.core.contenttype"
"java","org.eclipse.birt.runtime:org.eclipse.core.expressions","3.4.500.v20130515-1343","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.core.expressions"
"java","org.eclipse.birt.runtime:org.eclipse.core.filesystem","1.4.0.v20130514-1240","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.core.filesystem"
"java","org.eclipse.birt.runtime:org.eclipse.core.jobs","3.6.1.v20141014-1248","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.core.jobs"
"java","org.eclipse.birt.runtime:org.eclipse.core.resources","3.9.1.v20140825-1431","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.core.resources"
"java","org.eclipse.birt.runtime:org.eclipse.core.runtime","3.9.0.v20130326-1255","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.core.runtime"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity","1.2.11.v201401230755","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.apache.derby","1.0.103.v201212070447","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.apache.derby"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.apache.derby.dbdefinition","1.0.2.v201107221459","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.apache.derby.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.console.profile","1.0.10.v201109250955","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.console.profile"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.db.generic","1.0.1.v201107221459","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.db.generic"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.dbdefinition.genericJDBC","1.0.1.v201107221459","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.dbdefinition.genericJDBC"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.oda","3.4.3.v201405301249","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.oda"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.oda.consumer","3.2.6.v201305170644","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.oda.consumer"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.oda.design","3.3.6.v201212070447","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.oda.design"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.oda.flatfile","3.1.8.v201403010906","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.oda.flatfile"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.oda.profile","3.2.9.v201403131814","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.oda.profile"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.connectivity.sqm.core","1.2.8.v201401230755","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.connectivity.sqm.core"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.hsqldb","1.0.0.v201107221502","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.hsqldb"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.hsqldb.dbdefinition","1.0.0.v201107221502","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.hsqldb.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.ibm.db2.luw","1.0.2.v201107221502","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.ibm.db2.luw"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.ibm.db2.luw.dbdefinition","1.0.4.v201107221502","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.ibm.db2.luw.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.ibm.informix","1.0.1.v201107221502","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.ibm.informix"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.ibm.informix.dbdefinition","1.0.4.v201107221502","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.ibm.informix.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.msft.sqlserver","1.0.2.v201212120617","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.msft.sqlserver"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.msft.sqlserver.dbdefinition","1.0.1.v201201240505","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.msft.sqlserver.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.mysql","1.0.4.v201212120617","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.mysql"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.mysql.dbdefinition","1.0.4.v201109022331","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.mysql.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.oda.ws","1.2.6.v201403131825","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.oda.ws"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.oda.xml","1.2.5.v201305031101","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.oda.xml"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.oracle","1.0.0.v201107221506","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.oracle"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.oracle.dbdefinition","1.0.103.v201206010214","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.oracle.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.postgresql","1.1.1.v201205252207","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.postgresql"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.enablement.postgresql.dbdefinition","1.0.2.v201110070445","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.enablement.postgresql.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.modelbase.dbdefinition","1.0.2.v201107221519","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.modelbase.dbdefinition"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.modelbase.derby","1.0.0.v201107221519","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.modelbase.derby"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.modelbase.sql","1.0.6.v201208230744","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.modelbase.sql"
"java","org.eclipse.birt.runtime:org.eclipse.datatools.modelbase.sql.query","1.1.4.v201212120619","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.datatools.modelbase.sql.query"
"java","org.eclipse.birt.runtime:org.eclipse.emf","2.6.0.v20150123-0452","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.emf"
"java","org.eclipse.birt.runtime:org.eclipse.emf.common","2.10.1.v20150123-0348","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.emf.common"
"java","org.eclipse.birt.runtime:org.eclipse.emf.ecore","2.10.2.v20150123-0348","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.emf.ecore"
"java","org.eclipse.birt.runtime:org.eclipse.emf.ecore.change","2.10.0.v20150123-0348","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.emf.ecore.change"
"java","org.eclipse.birt.runtime:org.eclipse.emf.ecore.xmi","2.10.2.v20150123-0348","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.emf.ecore.xmi"
"java","org.eclipse.birt.runtime:org.eclipse.equinox.app","1.3.100.v20130327-1442","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.equinox.app"
"java","org.eclipse.birt.runtime:org.eclipse.equinox.common","3.6.200.v20130402-1505","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.equinox.common"
"java","org.eclipse.birt.runtime:org.eclipse.equinox.preferences","3.5.100.v20130422-1538","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.equinox.preferences"
"java","org.eclipse.birt.runtime:org.eclipse.equinox.registry","3.5.400.v20140428-1507","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.equinox.registry"
"java","org.eclipse.birt.runtime:org.eclipse.orbit.mongodb","2.10.1.v20130422-1135","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.orbit.mongodb"
"java","org.eclipse.birt.runtime:org.eclipse.osgi","3.10.2.v20150203-1939","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.osgi"
"java","org.eclipse.birt.runtime:org.eclipse.osgi.services","3.3.100.v20130513-1956","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.osgi.services"
"java","org.eclipse.birt.runtime:org.eclipse.update.configurator","3.3.200.v20130326-1319","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/org.eclipse.update.configurator"
"java","org.eclipse.birt.runtime:viewservlets","4.5.0","EPL-1.0","","https://mvnrepository.com/artifact/org.eclipse.birt.runtime/viewservlets"
"java","org.milyn:flute","1.3","","","https://mvnrepository.com/artifact/org.milyn/flute"
"java","org.slf4j:slf4j-api","1.7.22.jbossorg-1","MIT","","https://mvnrepository.com/artifact/org.slf4j/slf4j-api"
"java","stax:stax-api","1.0.1","Apache-2.0","","https://mvnrepository.com/artifact/stax/stax-api"
"java","xml-apis:xml-apis","1.0.b2","Apache-2.0","","https://mvnrepository.com/artifact/xml-apis/xml-apis"
